Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Giancarlo Stanton","NYY",101,415,24,43,60,0,0.09879518,0.29879518,0.229110512,0.209821428,0.191374663,0.274698795,0.420485175,0.29652871321705937,0.329,88.63856228528907,-5.17017877753824,-10.819734779616496,-11.688780069351196,-0.8384790953709558,"Giancarlo Stanton",4949,519317
"Elehuris Montero","COL",85,307,11,40,39,0,0.048859934,0.361563517,0.183098592,0.351515151,0.242957746,0.28990228,0.426056338,0.3064879041152979,0.253,75.64736901961425,-0.2700123111717403,-9.531974046474655,-9.504339933395386,-0.8556014600485164,"Elehuris Montero",20543,660707
"Jared Walsh","LAA",39,116,4,10,11,0,0.094827586,0.387931034,0.153846153,0.163636363,0.125,0.215517241,0.278846153,0.22228498551352271,0.225,33.19784533473922,-0.030987036880105734,-9.3159759436357,-3.370110034942627,-0.8720204214666342,"Jared Walsh",18607,665120
"Rodolfo Castro","- - -",92,256,6,21,24,1,0.08984375,0.2890625,0.110132159,0.283783783,0.211453744,0.296875,0.321585903,0.27670420151130826,0.265,69.40113902148696,-3.7660295562818646,-13.470323544480475,-4.054152671247721,-0.8780545857002977,"Rodolfo Castro",21987,666801
"Eduardo Escobar","- - -",100,309,6,32,31,2,0.058252427,0.252427184,0.118055556,0.286407766,0.225694444,0.269480519,0.34375,0.26694640246304596,0.243,65.69439773684928,-1.2306159092113376,-13.983707572704937,-5.515087081119418,-0.8964911036132922,"Eduardo Escobar",6153,500871
"Alec Burleson","STL",107,347,8,34,36,3,0.06628242,0.129682997,0.146031746,0.261363636,0.244444444,0.300291545,0.39047619,0.3003567995899968,0.329,88.82418813823512,-4.692257068119943,-9.49652562087417,-11.393670082092285,-0.9046152786746641,"Alec Burleson",27615,676475
"Kolten Wong","- - -",87,250,4,25,27,3,0.072,0.212,0.080357143,0.217647058,0.183035714,0.256,0.263392857,0.23597542095184326,0.267,48.0658220701489,-0.36023248825222254,-15.875644132509855,-1.7571090161800385,-0.9110175703561031,"Kolten Wong",12532,543939
"Jordan Diaz","OAK",90,293,10,20,27,0,0.058020477,0.23549488,0.143382353,0.257731958,0.220588235,0.273037542,0.363970588,0.27790847308806593,0.285,78.30968618317499,-3.1920902798883617,-10.807028515898244,-8.311580061912537,-0.9137812292864564,"Jordan Diaz",22650,672478
"Mark Vientos","NYM",65,233,9,19,22,1,0.042918454,0.30472103,0.155963303,0.264285714,0.211009174,0.253218884,0.366972477,0.2674688049652034,0.305,68.99727722990086,-2.239025177434087,-11.188024535052955,-5.921409845352173,-0.9147819574853417,"Mark Vientos",22184,668901
"Rowdy Tellez","MIL",106,351,13,26,47,0,0.099715099,0.245014245,0.160771704,0.248847926,0.215434083,0.29059829,0.376205787,0.28828766130786226,0.303,78.16877849715635,-3.9932943279854953,-13.486302869139326,-7.680754899978638,-0.918638235603753,"Rowdy Tellez",15679,642133
"Austin Nola","SDP",52,154,1,9,8,0,0.116883116,0.201298701,0.046153846,0.183673469,0.146153846,0.26,0.192307692,0.2196778937180837,0.261,37.619400722423414,-0.3696791981346905,-12.270830665078872,-2.5621001720428467,-0.9560801234459271,"Austin Nola",15941,543592
"Henry Davis","PIT",62,255,7,27,24,3,0.098039215,0.270588235,0.137777778,0.273333333,0.213333333,0.301960784,0.351111111,0.28748895434051636,0.288,76.46613321593692,-2.0572870140895247,-9.49179428047181,-8.880059957504272,-0.9659495337934496,"Henry Davis",29617,680779
"Cam Gallagher","CLE",56,149,0,6,7,0,0.026845637,0.308724832,0.041958042,0.183673469,0.125874125,0.154362416,0.167832167,0.1447154959576242,0.172,-16.54023797236281,-1.030987014528364,-21.83729861683741,6.923680067062378,-0.9823410283568121,"Cam Gallagher",12981,595956
"Tyler Soderstrom","OAK",45,138,3,9,7,0,0.079710144,0.311594202,0.08,0.2125,0.16,0.231884057,0.24,0.21563459565674048,0.27,35.146446994052354,-2.1157433334738016,-12.839471328747258,-2.3056280314922333,-1.0426917949331729,"Tyler Soderstrom",27467,691016
"Nick Maton","DET",93,293,8,29,32,1,0.129692832,0.249146757,0.13253012,0.205882352,0.172690763,0.287671232,0.305220883,0.26838145223270166,0.289,66.7764691149129,-0.5526939136907458,-12.216662347188402,-9.107369095087051,-1.1337011361214004,"Nick Maton",21635,665155
"Kris Bryant","COL",80,335,10,36,31,0,0.086567164,0.202985074,0.133333333,0.27027027,0.233333333,0.313432835,0.366666666,0.30191826162053575,0.323,72.5839630376786,-2.1549351918511093,-13.532994758128732,-9.952719688415527,-1.2041900408608779,"Kris Bryant",15429,592178
"Michael Toglia","COL",45,152,4,18,9,1,0.065789473,0.328947368,0.120567376,0.218390804,0.163120567,0.22368421,0.283687943,0.22549828455636375,0.254,21.353387528520337,-0.31470600655302405,-15.124271889543481,-2.134474039077759,-1.204769616393658,"Michael Toglia",25845,669911
"Martín Maldonado","HOU",117,407,15,33,36,0,0.073710073,0.341523341,0.157458564,0.259615384,0.190607734,0.258227848,0.348066298,0.2660968051681036,0.269,66.33714554914266,-2.5778839928098023,-18.994297312529053,-7.339460372924805,-1.2470278869519804,"Martin Maldonado",6887,455117
"Jean Segura","MIA",85,326,3,25,21,6,0.067484662,0.144171779,0.059800665,0.250996015,0.219269102,0.276923076,0.279069767,0.24955811379132448,0.28,51.982401055408175,-2.1528604575432837,-21.54549258498762,-2.1775299310684204,-1.2584203940801408,"Jean Segura",5933,516416
"Enrique Hernández","- - -",140,508,11,57,61,4,0.066929133,0.190944881,0.120430108,0.272727272,0.236559139,0.289370078,0.356989247,0.2817892118318546,0.271,72.25046707134875,-3.0850513353943825,-20.007887054869126,-9.96147744031623,-1.2658429540849097,"Enrique Hernandez",10472,571771
"Oscar Colás","CHW",75,263,5,32,19,4,0.045627376,0.269961977,0.097959184,0.280701754,0.21632653,0.25670498,0.314285714,0.24900071987738975,0.263,52.63391437215703,1.433099688962102,-13.493338044153623,-8.446449995040894,-1.2967430550433594,"Oscar Colas",30162,693049
"Eric Haase","- - -",89,293,4,22,26,4,0.058020477,0.276450511,0.08029197,0.268421052,0.200729927,0.246575342,0.281021897,0.23277082476009617,0.255,42.185778968041234,-2.8689750051125884,-23.166132807407255,-0.6320718955248594,-1.3804202400829881,"Eric Haase",14111,606992
"Gavin Sheets","CHW",118,344,10,24,43,1,0.081395348,0.191860465,0.128617363,0.221757322,0.202572347,0.26744186,0.33118971,0.26095652510548195,0.265,60.92071619090998,-0.33935839030891657,-16.447222899595534,-9.188259601593018,-1.3908414842185592,"Gavin Sheets",19901,657757
"Oscar Gonzalez","CLE",54,180,2,15,12,0,0.027777777,0.255555555,0.098265896,0.277777777,0.213872832,0.238888888,0.312138728,0.23890953262646994,0.271,48.74748623286243,0.5534361749887466,-10.500592972987288,-10.892569780349731,-1.5234388647996366,"Oscar Gonzalez",20970,660757
"Harold Castro","COL",99,270,1,24,31,1,0.033333333,0.244444444,0.062015504,0.331606217,0.251937984,0.275092936,0.313953488,0.258161496938826,0.263,43.25021650723414,-0.7623071912676096,-19.744513630556135,-5.113813877105713,-1.5618221580409806,"Harold Castro",14691,605612
"Jurickson Profar","- - -",125,521,9,55,46,1,0.095969289,0.172744721,0.126361656,0.279452054,0.241830065,0.321153846,0.368191721,0.30448551579163624,0.305,76.19666591652056,-2.9939604527316988,-18.35760442085906,-19.067169427871704,-1.9624543307242068,"Jurickson Profar",10815,595777
